"id","code","name","parent_id/id"
"cat_824","824","Робітники, що обслуговують устаткування з виробництва продукції з деревини","cat_82"
"cat_8240","8240","Робітники, що обслуговують устаткування з виробництва продукції з деревини","cat_824"
"cat_825","825","Робітники, що обслуговують друкарські та палітурні машини, а також машини для виробництва виробів з паперу","cat_82"
"cat_8251","8251","Робітники, що обслуговують друкарські машини","cat_825"
"cat_8252","8252","Робітники, що обслуговують палітурні машини","cat_825"
"cat_8253","8253","Робітники, що обслуговують машини для виробництва виробів з паперу","cat_825"
"cat_8259","8259","Укрупнені професії робітників, що обслуговують друкарські, палітурні та інші машини для виготовлення виробів з паперу","cat_825"
"cat_826","826","Робітники, що обслуговують машини з виробництва текстильних, хутряних та шкіряних виробів","cat_82"
"cat_8261","8261","Робітники, що обслуговують машини з оброблення волокна та перемотування нитки","cat_826"
"cat_8262","8262","Робітники, що обслуговують ткацькі верстати та в'язальні машини","cat_826"
"cat_8263","8263","Робітники, що обслуговують швацькі машини","cat_826"
"cat_8264","8264","Робітники, що обслуговують машини для вибілювання, фарбування та чищення","cat_826"
"cat_8265","8265","Робітники, що обслуговують хутро- та шкірообробні машини","cat_826"
"cat_8266","8266","Робітники, що обслуговують машини для вироблення взуття","cat_826"
"cat_8269","8269","Робітники, що обслуговують машини для вироблення текстильних, хутряних та шкіряних виробів","cat_826"
"cat_827","827","Робітники, що обслуговують устаткування з виробництва харчових та подібних продуктів","cat_82"
"cat_8270","8270","Укрупнені професії робітників, що обслуговують устаткування з виробництва харчових та подібних продуктів","cat_827"
"cat_8271","8271","Робітники, що обслуговують устаткування з оброблення м'яса та риби","cat_827"
"cat_8272","8272","Робітники, що обслуговують устаткування з виробництва молочної продукції","cat_827"
"cat_8273","8273","Робітники, що обслуговують устаткування для помелу зернових та прянощів","cat_827"
"cat_8274","8274","Робітники, що обслуговують устаткування з виробництва хліба, кондитерської та макаронної продукції, крупи та шоколадних виробів","cat_827"
"cat_8275","8275","Робітники, що обслуговують устаткування з перероблення фруктів, овочів, олієнасіння та горіхів","cat_827"
"cat_8276","8276","Робітники, що обслуговують устаткування з виробництва цукру","cat_827"
"cat_8277","8277","Робітники, що обслуговують устаткування з перероблення чаю, кави, какао та шоколаду","cat_827"
"cat_8278","8278","Пивовари і робітники, що обслуговують виноробне устаткування та устаткування для виробництва інших напоїв","cat_827"
"cat_8279","8279","Робітники, що обслуговують устаткування з виробництва тютюнової продукції","cat_827"
"cat_828","828","Складальники","cat_82"
"cat_8282","8282","Складальники електроустаткування","cat_828"
"cat_8283","8283","Складальники електронного устаткування","cat_828"
"cat_8284","8284","Складальники металевих, гумових та пластикових виробів","cat_828"
"cat_8285","8285","Складальники виробів з дерева та подібних матеріалів","cat_828"
"cat_8286","8286","Складальники виробів з картону, тканини та подібних матеріалів","cat_828"
"cat_8289","8289","Укрупнені професії складальників","cat_828"
"cat_829","829","Інші робітники з обслуговування та складання машин","cat_82"
"cat_8290","8290","Інші робітники з обслуговування та складання машин","cat_829"
"cat_83","83","Водії та робітники з обслуговування пересувної техніки та установок","cat_8"
"cat_831","831","Машиністи локомотивів та подібні до них робітники","cat_83"
"cat_8311","8311","Машиністи локомотивів та спеціальних машин на залізниці, помічники машиністів та кочегари паровозів","cat_831"
"cat_8312","8312","Залізничні сигнальники та стрілочники","cat_831"
"cat_8319","8319","Укрупнені професії машиністів локомотивів та робітників подібних професій","cat_831"
"cat_832","832","Водії автотранспортних та мототранспортних засобів та інші робітники з обслуговування автотранспортної та мототранспортної техніки","cat_83"
"cat_8321","8321","Водії мототранспортних засобів та робітники з обслуговування мототранспортної техніки","cat_832"
"cat_8322","8322","Водії автотранспортних засобів та робітники з обслуговування автотранспортної техніки","cat_832"
"cat_8323","8323","Водії тролейбусів, трамваїв та робітники з обслуговування тролейбусів та трамваїв","cat_832"
"cat_833","833","Робітники, що обслуговують сільськогосподарські та інші пересувні установки","cat_83"
"cat_8331","8331","Робітники з керування та обслуговування сільсько- та лісогосподарського устаткування","cat_833"
"cat_8332","8332","Робітники, що обслуговують установки для виконання земляних та подібних робіт","cat_833"
"cat_8333","8333","Машиністи кранів, лебідок та подібних установок","cat_833"
"cat_8334","8334","Водії автонавантажувачів","cat_833"
"cat_8339","8339","Укрупнені професії робітників, що обслуговують установки для сільськогосподарських, земляних та подібних робіт","cat_833"
"cat_834","834","Суднова палубна команда","cat_83"
"cat_8340","8340","Суднова палубна команда та подібні їм робітники","cat_834"
"cat_89","89","Інші професійні назви робіт з обслуговування та експлуатації","cat_8"
"cat_899","899","Інші професійні назви робіт з обслуговування та експлуатації","cat_89"
"cat_8990","8990","Інші професійні назви робіт з обслуговування та експлуатації","cat_899"
"cat_9","9","Найпростіші професії","cat_dk003_root"
"cat_91","91","Найпростіші професії торгівлі та сфери послуг","cat_9"
"cat_912","912","Найпростіші професії з чищення взуття та інших вуличних послуг","cat_91"
"cat_9120","9120","Найпростіші професії з чищення взуття та інших вуличних послуг","cat_912"
"cat_913","913","Домашня робітники, прибиральники та прачки","cat_91"
"cat_9131","9131","Домашні робітники та прибиральники","cat_913"
"cat_9132","9132","Підсобні робітники та прибиральники в конторах, готелях та інших установах","cat_913"
"cat_9133","9133","Прачки та прасувальники","cat_913"
"cat_914","914","Доглядачі будинків та мийники вікон","cat_91"
"cat_9141","9141","Доглядачі будинків","cat_914"
"cat_9142","9142","Мийники транспортних засобів та вікон","cat_914"
"cat_915","915","Посильні, носії та швейцари","cat_91"
"cat_9151","9151","Посильні, носії та рознощики багажу і посилок","cat_915"
"cat_9152","9152","Швейцари та сторожі","cat_915"
"cat_9153","9153","Інкасатори торговельних автоматів, робітники, що знімають показання з лічильників, та подібні до них працівники","cat_915"
"cat_916","916","Збирачі сміття та подібні до них чорнороби","cat_91"
"cat_9161","9161","Збирачі сміття","cat_916"
"cat_9162","9162","Двірники та подібні до них чорнороби","cat_916"
"cat_92","92","Найпростіші професії в сільському господарстві та подібних галузях","cat_9"
"cat_921","921","Найпростіші професії в сільському господарстві, рибальстві та подібних галузях","cat_92"
"cat_9211","9211","Найпростіші професії в сільському господарстві","cat_921"
"cat_9212","9212","Найпростіші професії в лісовому господарстві","cat_921"
"cat_9213","9213","Найпростіші професії у рибальстві, мисливстві та в установленні капканів на звіра","cat_921"
"cat_93","93","Найпростіші професії у видобувних галузях, будівництві, промисловості та на транспорті","cat_9"
"cat_931","931","Найпростіші професії у видобувних галузях та будівництві","cat_93"
"cat_9311","9311","Найпростіші професії в шахтах і кар'єрах","cat_931"
"cat_9312","9312","Найпростіші професії в будівництві та на ремонті шляхів, гребель та подібних споруд","cat_931"
"cat_9313","9313","Найпростіші професії в житловому будівництві","cat_931"
"cat_932","932","Найпростіші професії в промисловості","cat_93"
"cat_9321","9321","Найпростіші професії в промисловості (складальні роботи)","cat_932"
"cat_9322","9322","Найпростіші професії в промисловості (інші, крім складальних, ручні роботи)","cat_932"
"cat_933","933","Вантажники та інші найпростіші професії на транспорті","cat_93"
"cat_9332","9332","Робітники з управління транспортними засобами на тяговій силі та інші некваліфіковані робітники, зайняті на транспорті","cat_933"
"cat_9333","9333","Вантажники","cat_933"
"cat_94","94","Найпростіші професії, що є загальними для всіх галузей економіки","cat_9"
"cat_941","941","Комірники та вагарі","cat_94"
"cat_9411","9411","Комірники та вагарі","cat_941"
"cat_3223","3223","Дієтологи та нутриціологи","cat_322"
"cat_5164","5164","Працівники сфери захисту, що не наведені в інших класах","cat_516"
